action_id,note_id,action_text,suggested_owner,timing_reference,due_date_iso,priority,follow_up_category,blocker_dependency,confidence,manual_review_required,supporting_text
ACT-0060-02,CRM-0060,"Answer hosting region question, not urgent",AE,not urgent,,High,pricing_quote,Quote revision,Medium,Yes,"SE maybe needs to answer hosting region question, not urgent."
ACT-0060-03,CRM-0060,Follow-up call tentatively Friday 4pm,AE,Friday 4pm,2026-06-05,High,pricing_quote,Quote revision,High,Yes,Follow-up call tentatively Friday 4pm but not confirmed.
ACT-0061-01,CRM-0061,Complete vendor portal fields,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,RevOps to complete vendor portal fields; AE to tell champion that PO timeline depends on portal approval.
ACT-0061-02,CRM-0061,Tell champion that PO timeline depends on portal approval,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,RevOps to complete vendor portal fields; AE to tell champion that PO timeline depends on portal approval.
ACT-0061-03,CRM-0061,Confirmation once portal status changes,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,Customer wants confirmation once portal status changes.
ACT-0062-01,CRM-0062,Import template and sample dashboard config,SE,Thursday,2026-06-04,High,demo_pilot,Pilot enablement,High,No,Pilot users asked for import template and sample dashboard config.
ACT-0062-02,CRM-0062,Send import template before Thursday and,SE,Thursday,2026-06-04,High,demo_pilot,Pilot enablement,High,No,Need SE to send import template before Thursday and CSM to schedule pilot check-in next week.
ACT-0062-03,CRM-0062,Schedule pilot check-in next week,SE,Thursday,2026-06-04,High,demo_pilot,Pilot enablement,High,No,Need SE to send import template before Thursday and CSM to schedule pilot check-in next week.
ACT-0063-01,CRM-0063,Dashboard export sample and list of current API limits,AE,,,Medium,technical_clarification,Reporting gaps,Medium,Yes,Customer asked for dashboard export sample and list of current API limits.
ACT-0063-02,CRM-0063,Also need internal decision on whether custom report is included in current package,AE,,,Medium,technical_clarification,Reporting gaps,Medium,Yes,Also need internal decision on whether custom report is included in current package.
ACT-0064-01,CRM-0064,SOC2 report and subprocessor list,AE,tomorrow,2026-06-05,High,legal_security_review,DPA closure pending,High,No,Customer security wants SOC2 report and subprocessor list.
ACT-0064-02,CRM-0064,Send security docs today,AE,today,2026-06-04,High,legal_security_review,DPA closure pending,High,No,LegalOps should review redline when received; AE to send security docs today.
ACT-0065-01,CRM-0065,"Pricing range, implementation timeline and whether CRM sync works with their current setup",AE,,,Medium,pricing_quote,Early-stage info request,Medium,Yes,"Prospect asked for pricing range, implementation timeline and whether CRM sync works with their current setup."
ACT-0065-02,CRM-0065,Send intro pack and rough pricing band; SE only needed if they reply with connector details,AE,,,Medium,pricing_quote,Early-stage info request,Medium,Yes,AE to send intro pack and rough pricing band; SE only needed if they reply with connector details.
ACT-0066-01,CRM-0066,Quarterly payments; current quote assumes annual upfront,AE,,,Medium,pricing_quote,Payment exception approval,Medium,Yes,Customer wants quarterly payments; current quote assumes annual upfront.
ACT-0066-02,CRM-0066,Contract start date to align with July 1,AE,,,Medium,pricing_quote,Payment exception approval,Medium,Yes,Also asked for contract start date to align with July 1.
ACT-0067-01,CRM-0067,Notes from last year mention integration gap but current buyer says they only need reporting module now,AE,,,Medium,technical_clarification,Reopened opportunity context,Medium,Yes,Notes from last year mention integration gap but current buyer says they only need reporting module now.
ACT-0067-02,CRM-0067,Confirm use case in writing and ask if previous security review can be reused,AE,,,Medium,technical_clarification,Reopened opportunity context,Medium,Yes,Need AE to confirm use case in writing and ask if previous security review can be reused.
ACT-0068-01,CRM-0068,Update stage and,AE,today,2026-06-08,High,procurement_vendor_setup,CRM stage update,High,No,Need RevOps to update stage and AE to upload latest email proof.
ACT-0068-02,CRM-0068,Upload latest email proof,AE,today,2026-06-08,High,procurement_vendor_setup,CRM stage update,High,No,Need RevOps to update stage and AE to upload latest email proof.
ACT-0069-01,CRM-0069,'automation + dashboards',AE,,,Medium,account_research,Insufficient partner context,Medium,Yes,Partner says client wants 'automation + dashboards' but no exact workflow captured.
ACT-0069-02,CRM-0069,Need someone to ask partner for notes from discovery call and confirm who owns next customer meeting,AE,,,Medium,account_research,Insufficient partner context,Medium,Yes,Need someone to ask partner for notes from discovery call and confirm who owns next customer meeting.
ACT-0070-01,CRM-0070,Send technical sheet by Fri and,CSM-01,,,Medium,technical_clarification,Security questionnaire pending,Medium,Yes,Need SE to send technical sheet by Fri and AE to share revised commercial pack after that.
ACT-0070-02,CRM-0070,Share revised commercial pack after that,CSM-01,,,Medium,technical_clarification,Security questionnaire pending,Medium,Yes,Need SE to send technical sheet by Fri and AE to share revised commercial pack after that.
ACT-0071-01,CRM-0071,A shorter workflow demo using their renewal example,,No firm date,,Medium,demo_pilot,Demo follow-up; owner unclear,Medium,Yes,Demo recap - buying team asked for a shorter workflow demo using their renewal example.
ACT-0071-02,CRM-0071,Send a 1-page recap,,No firm date,,Medium,demo_pilot,Demo follow-up; owner unclear,Medium,Yes,Champion asked if we can send a 1-page recap and confirm whether connector setup needs admin rights.
ACT-0071-03,CRM-0071,Confirm whether connector setup needs admin rights,,No firm date,,Medium,demo_pilot,Demo follow-up; owner unclear,Medium,Yes,Champion asked if we can send a 1-page recap and confirm whether connector setup needs admin rights.
ACT-0071-04,CRM-0071,Keep pricing out of the recap email,,No firm date,,Medium,demo_pilot,Demo follow-up; owner unclear,Medium,Yes,Also asked to keep pricing out of the recap email.
ACT-0072-01,CRM-0072,Need billing clarification before renewal quote is reissued,AE,by Wednesday,2026-06-17,High,renewal_commercial,Billing clarification,High,No,Need billing clarification before renewal quote is reissued.
ACT-0072-02,CRM-0072,Send renewal proposal by Wednesday if billing confirms,AE,by Wednesday,2026-06-17,High,renewal_commercial,Billing clarification,High,No,AE to send renewal proposal by Wednesday if billing confirms.
ACT-0072-03,CRM-0072,Final numbers before month-end,AE,month-end,2026-06-30,High,renewal_commercial,Billing clarification,High,No,Customer wants final numbers before month-end.
ACT-0073-01,CRM-0073,Customer references from similar education services accounts and want a simple ROI summary,SE,,,Medium,pricing_quote,Competitive review,Medium,Yes,They asked for customer references from similar education services accounts and want a simple ROI summary.
ACT-0073-02,CRM-0073,Annual billing is mandatory,SE,,,Medium,pricing_quote,Competitive review,Medium,Yes,"No pricing objection yet, but procurement asked if annual billing is mandatory."
ACT-0073-03,CRM-0073,Follow up next Tue,SE,,,Medium,pricing_quote,Competitive review,Medium,Yes,Follow up next Tue.
ACT-0074-01,CRM-0074,Send new quote today,AE,today,2026-06-15,High,pricing_quote,Quote revision,High,Yes,AE should send new quote today.
ACT-0074-02,CRM-0074,"Answer hosting region question, not urgent",AE,not urgent,,High,pricing_quote,Quote revision,Medium,Yes,"SE maybe needs to answer hosting region question, not urgent."
ACT-0074-03,CRM-0074,Follow-up call tentatively Friday 4pm,AE,Friday 4pm,2026-06-19,High,pricing_quote,Quote revision,High,Yes,Follow-up call tentatively Friday 4pm but not confirmed.
ACT-0075-01,CRM-0075,Complete vendor portal fields,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,RevOps to complete vendor portal fields; AE to tell champion that PO timeline depends on portal approval.
ACT-0075-02,CRM-0075,Tell champion that PO timeline depends on portal approval,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,RevOps to complete vendor portal fields; AE to tell champion that PO timeline depends on portal approval.
ACT-0075-03,CRM-0075,Confirmation once portal status changes,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,Customer wants confirmation once portal status changes.
ACT-0076-01,CRM-0076,Import template and sample dashboard config,SE,Thursday,2026-06-18,High,demo_pilot,Pilot enablement,High,No,Pilot users asked for import template and sample dashboard config.
ACT-0076-02,CRM-0076,Send import template before Thursday and,SE,Thursday,2026-06-18,High,demo_pilot,Pilot enablement,High,No,Need SE to send import template before Thursday and CSM to schedule pilot check-in next week.
ACT-0076-03,CRM-0076,Schedule pilot check-in next week,SE,Thursday,2026-06-18,High,demo_pilot,Pilot enablement,High,No,Need SE to send import template before Thursday and CSM to schedule pilot check-in next week.
ACT-0077-01,CRM-0077,Dashboard export sample and list of current API limits,AE,,,Medium,technical_clarification,Reporting gaps,Medium,Yes,Customer asked for dashboard export sample and list of current API limits.
ACT-0077-02,CRM-0077,Also need internal decision on whether custom report is included in current package,AE,,,Medium,technical_clarification,Reporting gaps,Medium,Yes,Also need internal decision on whether custom report is included in current package.
ACT-0078-01,CRM-0078,SOC2 report and subprocessor list,AE,tomorrow,2026-04-02,High,legal_security_review,DPA closure pending,High,No,Customer security wants SOC2 report and subprocessor list.
ACT-0078-02,CRM-0078,Send security docs today,AE,today,2026-04-01,High,legal_security_review,DPA closure pending,High,No,LegalOps should review redline when received; AE to send security docs today.
ACT-0079-01,CRM-0079,"Pricing range, implementation timeline and whether CRM sync works with their current setup",AE,,,Medium,pricing_quote,Early-stage info request,Medium,Yes,"Prospect asked for pricing range, implementation timeline and whether CRM sync works with their current setup."
ACT-0079-02,CRM-0079,Send intro pack and rough pricing band; SE only needed if they reply with connector details,AE,,,Medium,pricing_quote,Early-stage info request,Medium,Yes,AE to send intro pack and rough pricing band; SE only needed if they reply with connector details.
ACT-0080-01,CRM-0080,Quarterly payments; current quote assumes annual upfront,AE,,,Medium,pricing_quote,Payment exception approval,Medium,Yes,Customer wants quarterly payments; current quote assumes annual upfront.
ACT-0080-02,CRM-0080,Contract start date to align with July 1,AE,,,Medium,pricing_quote,Payment exception approval,Medium,Yes,Also asked for contract start date to align with July 1.
ACT-0081-01,CRM-0081,Notes from last year mention integration gap but current buyer says they only need reporting module now,AE,,,Medium,technical_clarification,Reopened opportunity context,Medium,Yes,Notes from last year mention integration gap but current buyer says they only need reporting module now.
ACT-0081-02,CRM-0081,Confirm use case in writing and ask if previous security review can be reused,AE,,,Medium,technical_clarification,Reopened opportunity context,Medium,Yes,Need AE to confirm use case in writing and ask if previous security review can be reused.
ACT-0082-01,CRM-0082,Update stage and,AE,today,2026-04-06,High,procurement_vendor_setup,CRM stage update,High,No,Need RevOps to update stage and AE to upload latest email proof.
ACT-0082-02,CRM-0082,Upload latest email proof,AE,today,2026-04-06,High,procurement_vendor_setup,CRM stage update,High,No,Need RevOps to update stage and AE to upload latest email proof.
ACT-0083-01,CRM-0083,'automation + dashboards',AE,,,Medium,account_research,Insufficient partner context,Medium,Yes,Partner says client wants 'automation + dashboards' but no exact workflow captured.
ACT-0083-02,CRM-0083,Need someone to ask partner for notes from discovery call and confirm who owns next customer meeting,AE,,,Medium,account_research,Insufficient partner context,Medium,Yes,Need someone to ask partner for notes from discovery call and confirm who owns next customer meeting.
ACT-0084-01,CRM-0084,Send technical sheet by Fri and,REVOPS-01,,,Medium,technical_clarification,Security questionnaire pending,Medium,Yes,Need SE to send technical sheet by Fri and AE to share revised commercial pack after that.
ACT-0084-02,CRM-0084,Share revised commercial pack after that,REVOPS-01,,,Medium,technical_clarification,Security questionnaire pending,Medium,Yes,Need SE to send technical sheet by Fri and AE to share revised commercial pack after that.
ACT-0085-01,CRM-0085,A shorter workflow demo using their renewal example,,No firm date,,Medium,demo_pilot,Demo follow-up; owner unclear,Medium,Yes,Demo recap - buying team asked for a shorter workflow demo using their renewal example.
ACT-0085-02,CRM-0085,Send a 1-page recap,,No firm date,,Medium,demo_pilot,Demo follow-up; owner unclear,Medium,Yes,Champion asked if we can send a 1-page recap and confirm whether connector setup needs admin rights.
ACT-0085-03,CRM-0085,Confirm whether connector setup needs admin rights,,No firm date,,Medium,demo_pilot,Demo follow-up; owner unclear,Medium,Yes,Champion asked if we can send a 1-page recap and confirm whether connector setup needs admin rights.
ACT-0085-04,CRM-0085,Keep pricing out of the recap email,,No firm date,,Medium,demo_pilot,Demo follow-up; owner unclear,Medium,Yes,Also asked to keep pricing out of the recap email.
ACT-0086-01,CRM-0086,Need billing clarification before renewal quote is reissued,AE,by Wednesday,2026-04-15,High,renewal_commercial,Billing clarification,High,No,Need billing clarification before renewal quote is reissued.
ACT-0086-02,CRM-0086,Send renewal proposal by Wednesday if billing confirms,AE,by Wednesday,2026-04-15,High,renewal_commercial,Billing clarification,High,No,AE to send renewal proposal by Wednesday if billing confirms.
ACT-0086-03,CRM-0086,Final numbers before month-end,AE,month-end,2026-04-30,High,renewal_commercial,Billing clarification,High,No,Customer wants final numbers before month-end.
ACT-0087-01,CRM-0087,Customer references from similar professional services accounts and want a simple ROI summary,SE,,,Medium,pricing_quote,Competitive review,Medium,Yes,They asked for customer references from similar professional services accounts and want a simple ROI summary.
ACT-0087-02,CRM-0087,Annual billing is mandatory,SE,,,Medium,pricing_quote,Competitive review,Medium,Yes,"No pricing objection yet, but procurement asked if annual billing is mandatory."
ACT-0087-03,CRM-0087,Follow up next Tue,SE,,,Medium,pricing_quote,Competitive review,Medium,Yes,Follow up next Tue.
ACT-0088-01,CRM-0088,Send new quote today,AE,today,2026-04-13,High,pricing_quote,Quote revision,High,Yes,AE should send new quote today.
ACT-0088-02,CRM-0088,"Answer hosting region question, not urgent",AE,not urgent,,High,pricing_quote,Quote revision,Medium,Yes,"SE maybe needs to answer hosting region question, not urgent."
ACT-0088-03,CRM-0088,Follow-up call tentatively Friday 4pm,AE,Friday 4pm,2026-04-17,High,pricing_quote,Quote revision,High,Yes,Follow-up call tentatively Friday 4pm but not confirmed.
ACT-0089-01,CRM-0089,Complete vendor portal fields,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,RevOps to complete vendor portal fields; AE to tell champion that PO timeline depends on portal approval.
ACT-0089-02,CRM-0089,Tell champion that PO timeline depends on portal approval,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,RevOps to complete vendor portal fields; AE to tell champion that PO timeline depends on portal approval.
ACT-0089-03,CRM-0089,Confirmation once portal status changes,AE,,,Medium,procurement_vendor_setup,Vendor registration incomplete,Medium,Yes,Customer wants confirmation once portal status changes.
ACT-0090-01,CRM-0090,Import template and sample dashboard config,SE,Thursday,2026-04-16,Medium,demo_pilot,Pilot enablement,High,No,Pilot users asked for import template and sample dashboard config.
ACT-0090-02,CRM-0090,Send import template before Thursday and,SE,Thursday,2026-04-16,Medium,demo_pilot,Pilot enablement,High,No,Need SE to send import template before Thursday and CSM to schedule pilot check-in next week.
ACT-0090-03,CRM-0090,Schedule pilot check-in next week,SE,Thursday,2026-04-16,Medium,demo_pilot,Pilot enablement,High,No,Need SE to send import template before Thursday and CSM to schedule pilot check-in next week.
ACT-0091-01,CRM-0091,Dashboard export sample and list of current API limits,AE,,,Medium,technical_clarification,Reporting gaps,Medium,Yes,Customer asked for dashboard export sample and list of current API limits.
ACT-0091-02,CRM-0091,Also need internal decision on whether custom report is included in current package,AE,,,Medium,technical_clarification,Reporting gaps,Medium,Yes,Also need internal decision on whether custom report is included in current package.
ACT-0092-01,CRM-0092,SOC2 report and subprocessor list,AE,tomorrow,2026-04-16,High,legal_security_review,DPA closure pending,High,No,Customer security wants SOC2 report and subprocessor list.
ACT-0092-02,CRM-0092,Send security docs today,AE,today,2026-04-15,High,legal_security_review,DPA closure pending,High,No,LegalOps should review redline when received; AE to send security docs today.
ACT-0093-01,CRM-0093,"Pricing range, implementation timeline and whether CRM sync works with their current setup",AE,,,Medium,pricing_quote,Early-stage info request,Medium,Yes,"Prospect asked for pricing range, implementation timeline and whether CRM sync works with their current setup."
ACT-0093-02,CRM-0093,Send intro pack and rough pricing band; SE only needed if they reply with connector details,AE,,,Medium,pricing_quote,Early-stage info request,Medium,Yes,AE to send intro pack and rough pricing band; SE only needed if they reply with connector details.
ACT-0094-01,CRM-0094,Quarterly payments; current quote assumes annual upfront,AE,,,Medium,pricing_quote,Payment exception approval,Medium,Yes,Customer wants quarterly payments; current quote assumes annual upfront.
ACT-0094-02,CRM-0094,Contract start date to align with July 1,AE,,,Medium,pricing_quote,Payment exception approval,Medium,Yes,Also asked for contract start date to align with July 1.
ACT-0095-01,CRM-0095,Notes from last year mention integration gap but current buyer says they only need reporting module now,AE,,,Medium,technical_clarification,Reopened opportunity context,Medium,Yes,Notes from last year mention integration gap but current buyer says they only need reporting module now.
ACT-0095-02,CRM-0095,Confirm use case in writing and ask if previous security review can be reused,AE,,,Medium,technical_clarification,Reopened opportunity context,Medium,Yes,Need AE to confirm use case in writing and ask if previous security review can be reused.
ACT-0096-01,CRM-0096,Update stage and,AE,today,2026-04-20,High,technical_clarification,CRM stage update,High,No,Need RevOps to update stage and AE to upload latest email proof.
ACT-0096-02,CRM-0096,Upload latest email proof,AE,today,2026-04-20,High,technical_clarification,CRM stage update,High,No,Need RevOps to update stage and AE to upload latest email proof.
ACT-0097-01,CRM-0097,'automation + dashboards',AE,,,Medium,account_research,Insufficient partner context,Medium,Yes,Partner says client wants 'automation + dashboards' but no exact workflow captured.
ACT-0097-02,CRM-0097,Need someone to ask partner for notes from discovery call and confirm who owns next customer meeting,AE,,,Medium,account_research,Insufficient partner context,Medium,Yes,Need someone to ask partner for notes from discovery call and confirm who owns next customer meeting.
ACT-0098-01,CRM-0098,Send technical sheet by Fri and,REVOPS-01,,,Medium,technical_clarification,Security questionnaire pending,Medium,Yes,Need SE to send technical sheet by Fri and AE to share revised commercial pack after that.
ACT-0098-02,CRM-0098,Share revised commercial pack after that,REVOPS-01,,,Medium,technical_clarification,Security questionnaire pending,Medium,Yes,Need SE to send technical sheet by Fri and AE to share revised commercial pack after that.
ACT-0099-01,CRM-0099,A shorter workflow demo using their renewal example,,No firm date,,Medium,technical_clarification,Demo follow-up; owner unclear,Medium,Yes,Demo recap - buying team asked for a shorter workflow demo using their renewal example.
ACT-0099-02,CRM-0099,Send a 1-page recap,,No firm date,,Medium,technical_clarification,Demo follow-up; owner unclear,Medium,Yes,Champion asked if we can send a 1-page recap and confirm whether connector setup needs admin rights.
ACT-0099-03,CRM-0099,Confirm whether connector setup needs admin rights,,No firm date,,Medium,technical_clarification,Demo follow-up; owner unclear,Medium,Yes,Champion asked if we can send a 1-page recap and confirm whether connector setup needs admin rights.
ACT-0099-04,CRM-0099,Keep pricing out of the recap email,,No firm date,,Medium,technical_clarification,Demo follow-up; owner unclear,Medium,Yes,Also asked to keep pricing out of the recap email.
ACT-0100-01,CRM-0100,Need billing clarification before renewal quote is reissued,AE,by Wednesday,2026-04-29,High,renewal_commercial,Billing clarification,High,No,Need billing clarification before renewal quote is reissued.
ACT-0100-02,CRM-0100,Send renewal proposal by Wednesday if billing confirms,AE,by Wednesday,2026-04-29,High,renewal_commercial,Billing clarification,High,No,AE to send renewal proposal by Wednesday if billing confirms.
ACT-0100-03,CRM-0100,Final numbers before month-end,AE,month-end,2026-04-30,High,renewal_commercial,Billing clarification,High,No,Customer wants final numbers before month-end.
