action_id,note_id,action_text,suggested_owner,timing_reference,due_date_iso,priority,follow_up_category,blocker_dependency,confidence,manual_review_required,supporting_text
ACT-0073-02,CRM-0073,Prepare simple ROI summary,AE-03,next Tue,2026-06-16,Medium,proposal_collateral,Competitive review,High,No,want a simple ROI summary
ACT-0073-03,CRM-0073,Confirm whether annual billing is mandatory,RevOps-01,next Tue,2026-06-16,Medium,pricing_quote,,High,No,procurement asked if annual billing is mandatory
ACT-0074-01,CRM-0074,Send revised quote for 75 seats,AE-01,today,2026-06-15,High,pricing_quote,Quote revision,High,No,AE should send new quote today
ACT-0074-02,CRM-0074,Answer hosting/data residency region question,SE-01,not urgent,,Low,technical_clarification,,Medium,No,SE maybe needs to answer hosting region question
ACT-0074-03,CRM-0074,Confirm Friday 4pm follow-up call,AE-01,Friday 4pm tentative,2026-06-19,Medium,meeting_scheduling,,Medium,Yes,tentatively Friday 4pm but not confirmed
ACT-0075-01,CRM-0075,Complete vendor portal fields and upload tax/bank documents,RevOps-01,as soon as possible,,High,procurement_vendor_setup,Vendor registration incomplete,High,No,RevOps to complete vendor portal fields
ACT-0075-02,CRM-0075,Inform champion that PO timeline depends on portal approval,AE-02,after portal update,,Medium,procurement_vendor_setup,Portal approval pending,High,No,AE to tell champion that PO timeline depends on portal approval
ACT-0075-03,CRM-0075,Notify customer once portal status changes,RevOps-01,when status changes,,Medium,procurement_vendor_setup,Portal approval pending,Medium,No,Customer wants confirmation once portal status changes
ACT-0076-01,CRM-0076,Send import template and sample dashboard configuration,SE-02,before Thursday,2026-06-18,High,demo_pilot,Pilot enablement,High,No,Need SE to send import template before Thursday
ACT-0076-02,CRM-0076,Schedule pilot check-in,CSM-01,next week,2026-06-22,Medium,meeting_scheduling,Limited admin bandwidth,High,No,CSM to schedule pilot check-in next week
ACT-0077-01,CRM-0077,Share dashboard export sample,AE-03,date not mentioned,,Medium,proposal_collateral,Reporting gaps,Medium,Yes,asked for dashboard export sample
ACT-0077-02,CRM-0077,Send list of current API limits,SE-01,date not mentioned,,Medium,technical_clarification,Reporting gaps,Medium,Yes,list of current API limits
ACT-0077-03,CRM-0077,Confirm whether custom report is included in current package,RevOps-01,before next customer reply,,High,internal_approval,Package scope unclear,Medium,No,need internal decision on whether custom report is included
ACT-0078-01,CRM-0078,Send SOC2 report and subprocessor list,AE-01,today,2026-04-01,High,legal_security_review,DPA closure pending,High,No,AE to send security docs today
ACT-0078-02,CRM-0078,Review DPA redline once received,LegalOps,when redline is received,,High,legal_security_review,DPA closure pending,High,No,LegalOps should review redline when received
ACT-0079-01,CRM-0079,Send intro pack and rough pricing band,AE-02,not specified,,Medium,pricing_quote,Early-stage info request,Medium,No,AE to send intro pack and rough pricing band
ACT-0079-02,CRM-0079,Confirm CRM sync feasibility if connector details are shared,SE-02,conditional on prospect reply,,Low,technical_clarification,Connector details not shared,Medium,No,SE only needed if they reply with connector details
ACT-0080-01,CRM-0080,Request approval for quarterly payment exception,Manager-01,before AE responds,,High,internal_approval,Payment exception approval,High,No,Sales manager needs to approve exception before AE responds
ACT-0080-02,CRM-0080,Update contract start date to July 1 after approval,AE-03,after approval,2026-07-01,Medium,pricing_quote,Payment exception approval,Medium,No,asked for contract start date to align with July 1
ACT-0081-01,CRM-0081,Confirm current use case in writing,AE-01,not specified,,Medium,account_research,Reopened opportunity context,High,No,Need AE to confirm use case in writing
ACT-0081-02,CRM-0081,Ask whether previous security review can be reused,,not specified,,Medium,legal_security_review,Owner not listed,Low,Yes,No action owner listed for security reuse question
ACT-0082-01,CRM-0082,Update CRM stage to Procurement,RevOps-01,today,2026-04-06,High,crm_update,CRM stage update,High,No,Need RevOps to update stage
ACT-0082-02,CRM-0082,Upload latest champion email proof to CRM,AE-01,today,2026-04-06,High,crm_update,CRM evidence missing,High,No,AE to upload latest email proof
ACT-0083-01,CRM-0083,Ask partner for discovery call notes,,not specified,,High,account_research,Insufficient partner context,Low,Yes,Need someone to ask partner for notes from discovery call
ACT-0083-02,CRM-0083,Confirm owner for next customer meeting,,not specified,,High,meeting_scheduling,Owner unclear,Low,Yes,confirm who owns next customer meeting
ACT-0084-01,CRM-0084,Send SSO and data-retention technical sheet,SE-01,by Fri,2026-04-10,High,technical_clarification,Security questionnaire pending,High,No,Need SE to send technical sheet by Fri
ACT-0084-02,CRM-0084,Share revised commercial pack after technical sheet is sent,AE-01,after technical sheet,,High,pricing_quote,Security questionnaire pending,Medium,No,AE to share revised commercial pack after that
ACT-0084-03,CRM-0084,Confirm procurement form status,RevOps-01,next week,2026-04-13,Medium,procurement_vendor_setup,Procurement form not started,High,No,Procurement form not started yet
ACT-0085-01,CRM-0085,Send one-page demo recap without pricing details,,early next week,,Medium,demo_pilot,,Medium,Yes,Champion asked if we can send a 1-page recap
ACT-0085-02,CRM-0085,Confirm whether connector setup requires admin rights,SE-02,early next week,,Medium,technical_clarification,,Medium,No,confirm whether connector setup needs admin rights
ACT-0086-01,CRM-0086,Clarify one-time onboarding line item on prior invoice,RevOps-01,before Wednesday,2026-04-14,High,billing_clarification,Billing clarification,High,No,Need billing clarification before renewal quote is reissued
ACT-0086-02,CRM-0086,Send revised renewal proposal,AE-02,by Wednesday,2026-04-15,High,renewal_commercial,Billing clarification,High,No,AE to send renewal proposal by Wednesday if billing confirms
ACT-0087-01,CRM-0087,Send customer references from similar professional services accounts,AE-02,next Tue,2026-04-14,Medium,account_research,Competitive review,High,No,asked for customer references from similar professional services accounts
ACT-0087-02,CRM-0087,Prepare simple ROI summary,AE-03,next Tue,2026-04-14,Medium,proposal_collateral,Competitive review,High,No,want a simple ROI summary
ACT-0087-03,CRM-0087,Confirm whether annual billing is mandatory,RevOps-01,next Tue,2026-04-14,Medium,pricing_quote,,High,No,procurement asked if annual billing is mandatory
ACT-0088-01,CRM-0088,Send revised quote for 75 seats,AE-01,today,2026-04-13,High,pricing_quote,Quote revision,High,No,AE should send new quote today
ACT-0088-02,CRM-0088,Answer hosting/data residency region question,SE-01,not urgent,,Low,technical_clarification,,Medium,No,SE maybe needs to answer hosting region question
ACT-0088-03,CRM-0088,Confirm Friday 4pm follow-up call,AE-01,Friday 4pm tentative,2026-04-17,Medium,meeting_scheduling,,Medium,Yes,tentatively Friday 4pm but not confirmed
ACT-0089-01,CRM-0089,Complete vendor portal fields and upload tax/bank documents,RevOps-01,as soon as possible,,High,procurement_vendor_setup,Vendor registration incomplete,High,No,RevOps to complete vendor portal fields
ACT-0089-02,CRM-0089,Inform champion that PO timeline depends on portal approval,AE-01,after portal update,,Medium,procurement_vendor_setup,Portal approval pending,High,No,AE to tell champion that PO timeline depends on portal approval
ACT-0089-03,CRM-0089,Notify customer once portal status changes,RevOps-01,when status changes,,Medium,procurement_vendor_setup,Portal approval pending,Medium,No,Customer wants confirmation once portal status changes
ACT-0090-01,CRM-0090,Send import template and sample dashboard configuration,SE-02,before Thursday,2026-04-16,High,demo_pilot,Pilot enablement,High,No,Need SE to send import template before Thursday
ACT-0090-02,CRM-0090,Schedule pilot check-in,CSM-01,next week,2026-04-20,Medium,meeting_scheduling,Limited admin bandwidth,High,No,CSM to schedule pilot check-in next week
ACT-0091-01,CRM-0091,Share dashboard export sample,AE-01,date not mentioned,,Medium,proposal_collateral,Reporting gaps,Medium,Yes,asked for dashboard export sample
ACT-0091-02,CRM-0091,Send list of current API limits,SE-01,date not mentioned,,Medium,technical_clarification,Reporting gaps,Medium,Yes,list of current API limits
ACT-0091-03,CRM-0091,Confirm whether custom report is included in current package,RevOps-01,before next customer reply,,High,internal_approval,Package scope unclear,Medium,No,need internal decision on whether custom report is included
ACT-0092-01,CRM-0092,Send SOC2 report and subprocessor list,AE-01,today,2026-04-15,High,legal_security_review,DPA closure pending,High,No,AE to send security docs today
ACT-0092-02,CRM-0092,Review DPA redline once received,LegalOps,when redline is received,,High,legal_security_review,DPA closure pending,High,No,LegalOps should review redline when received
ACT-0093-01,CRM-0093,Send intro pack and rough pricing band,AE-02,not specified,,Medium,pricing_quote,Early-stage info request,Medium,No,AE to send intro pack and rough pricing band
ACT-0093-02,CRM-0093,Confirm CRM sync feasibility if connector details are shared,SE-02,conditional on prospect reply,,Low,technical_clarification,Connector details not shared,Medium,No,SE only needed if they reply with connector details
ACT-0094-01,CRM-0094,Request approval for quarterly payment exception,Manager-01,before AE responds,,High,internal_approval,Payment exception approval,High,No,Sales manager needs to approve exception before AE responds
ACT-0094-02,CRM-0094,Update contract start date to July 1 after approval,AE-01,after approval,2026-07-01,Medium,pricing_quote,Payment exception approval,Medium,No,asked for contract start date to align with July 1
ACT-0095-01,CRM-0095,Confirm current use case in writing,AE-02,not specified,,Medium,account_research,Reopened opportunity context,High,No,Need AE to confirm use case in writing
ACT-0095-02,CRM-0095,Ask whether previous security review can be reused,,not specified,,Medium,legal_security_review,Owner not listed,Low,Yes,No action owner listed for security reuse question
ACT-0096-01,CRM-0096,Update CRM stage to Procurement,RevOps-01,today,2026-04-20,High,crm_update,CRM stage update,High,No,Need RevOps to update stage
ACT-0096-02,CRM-0096,Upload latest champion email proof to CRM,AE-02,today,2026-04-20,High,crm_update,CRM evidence missing,High,No,AE to upload latest email proof
ACT-0097-01,CRM-0097,Ask partner for discovery call notes,,not specified,,High,account_research,Insufficient partner context,Low,Yes,Need someone to ask partner for notes from discovery call
ACT-0097-02,CRM-0097,Confirm owner for next customer meeting,,not specified,,High,meeting_scheduling,Owner unclear,Low,Yes,confirm who owns next customer meeting
ACT-0098-01,CRM-0098,Send SSO and data-retention technical sheet,SE-01,by Fri,2026-04-24,High,technical_clarification,Security questionnaire pending,High,No,Need SE to send technical sheet by Fri
ACT-0098-02,CRM-0098,Share revised commercial pack after technical sheet is sent,AE-01,after technical sheet,,High,pricing_quote,Security questionnaire pending,Medium,No,AE to share revised commercial pack after that
ACT-0098-03,CRM-0098,Confirm procurement form status,RevOps-01,next week,2026-04-27,Medium,procurement_vendor_setup,Procurement form not started,High,No,Procurement form not started yet
ACT-0099-01,CRM-0099,Send one-page demo recap without pricing details,,early next week,,Medium,demo_pilot,,Medium,Yes,Champion asked if we can send a 1-page recap
ACT-0099-02,CRM-0099,Confirm whether connector setup requires admin rights,SE-02,early next week,,Medium,technical_clarification,,Medium,No,confirm whether connector setup needs admin rights
ACT-0100-01,CRM-0100,Clarify one-time onboarding line item on prior invoice,RevOps-01,before Wednesday,2026-04-28,High,billing_clarification,Billing clarification,High,No,Need billing clarification before renewal quote is reissued
ACT-0100-02,CRM-0100,Send revised renewal proposal,AE-02,by Wednesday,2026-04-29,High,renewal_commercial,Billing clarification,High,No,AE to send renewal proposal by Wednesday if billing confirms
